sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_160,Synthetic Brand Case Study 160,trend_report,spread,148,210,true,4,long,3534,true,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,images_support_long_text,true,1,landscape;portrait;portrait;square,mixed,high,medium,high,left_aligned,adaptive_grid,horizontal,asymmetric,stable,false,false,2,left_page,top_right,left_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 4 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_161,Synthetic Magazine Spread 161,archive,spread,148,210,true,1,short,516,true,true,Exhibition Catalog,image-first,single_full_page,opposite_title_full_image,minimal_text_left,image_sets_mood,true,1,square,square,low,high,high,left_aligned,two_column,horizontal,asymmetric,quiet,false,false,0,none,top_left,right_page_full,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_162,Synthetic Editorial Reference 162,brand_case,spread,148,210,true,1,short,697,false,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,image_introduces_text,true,1,landscape,wide,medium,medium,medium,grid_aligned,modular_grid,vertical,semi_symmetric,stable,false,false,1,bottom_left,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_163,Synthetic Brand Case Study 163,brand_case,spread,148,210,true,1,long,3799,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_contextualizes_image,true,1,square,square,high,medium,medium,left_aligned,spread_split,horizontal,semi_symmetric,quiet,false,false,1,right_page,top_right,left_page_center,none,next_page,single_left_image_right_text suits 1 image(s) with long text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_164,Synthetic Magazine Spread 164,exhibition_catalog,spread,148,210,true,1,medium,1471,false,false,Editorial,text-first,single_left_text_right_image,text_page_image_page,left_of_image,image_supports_text,false,,square,square,high,medium,medium,left_aligned,two_column,horizontal,asymmetric,quiet,false,false,1,left_page,none,right_page_center,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_165,Synthetic Trend Report 165,editorial,spread,148,210,true,2,short,841,false,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,small_text_center,visual_pair,false,,portrait;portrait,tall,low,high,high,grid_aligned,spread_split,horizontal,semi_symmetric,stable,false,false,1,bottom_center,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_166,Synthetic Visual Essay 166,archive,spread,148,210,true,2,medium,1673,false,false,Editorial,balanced,hero_image_plus_secondary,one_large_one_small,bottom_area,hero_leads_support_explains,true,1,portrait;portrait,tall,medium,high,medium,left_aligned,two_column,vertical,asymmetric,dynamic,false,false,1,bottom_right,none,top_large,right_small,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_167,Synthetic Research Booklet 167,archive,spread,148,210,true,3,medium,1416,true,true,Editorial,balanced,grid_2x2_with_text,two_by_two_grid,opposite_page_text,text_summarizes_gallery,false,,landscape;landscape;square,mixed,medium,medium,medium,grid_aligned,2x2_grid,horizontal,symmetric,modular,false,false,1,bottom_left,top_left,grid_area,grid,next_page,grid_2x2_with_text suits 3 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_168,Synthetic Exhibition Catalog 168,archive,spread,148,210,true,3,medium,3439,false,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_support_grid,lower_right,hero_image_leads_gallery,true,1,portrait;portrait;landscape,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,layered,false,false,1,lower_right,none,left_large,right_grid,next_page,hero_plus_grid suits 3 image(s) with medium text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_169,Synthetic Research Booklet 169,exhibition_catalog,spread,148,210,true,6,medium,2726,true,false,Magazine,balanced,gallery_with_text_block,image_cluster_text_block,beside_gallery,text_contextualizes_gallery,false,,portrait;portrait;landscape;square;landscape;square,mixed,medium,medium,high,grid_aligned,adaptive_grid,vertical,asymmetric,stable,false,false,1,bottom_left,none,gallery_area,gallery,next_page,gallery_with_text_block suits 6 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_170,Synthetic Campaign Report 170,brand_case,spread,148,210,true,6,long,6655,false,false,Editorial,text-first,one_page_gallery_one_page_text,gallery_on_one_page_text_on_other,right_page_text,text_contextualizes_images,true,1,portrait;portrait;landscape;square;landscape;square,mixed,high,medium,medium,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,left_page,none,right_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 6 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_171,Synthetic Visual Essay 171,trend_report,spread,148,210,true,1,short,520,false,false,Magazine,image-first,single_full_page,full_page_image,left_page_title,image_sets_mood,true,1,square,square,low,high,high,left_aligned,single_axis,vertical,asymmetric,stable,false,false,0,none,none,dominant_right,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_172,Synthetic Campaign Report 172,trend_report,spread,148,210,true,1,short,104,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,high,medium,left_aligned,modular_grid,vertical,semi_symmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_173,Synthetic Archive Layout 173,brand_case,spread,148,210,true,1,medium,2818,true,false,Exhibition Catalog,balanced,single_left_image_right_text,image_page_text_page,right_page_text,text_interprets_image,true,1,landscape,wide,high,medium,high,left_aligned,two_column,horizontal,semi_symmetric,quiet,false,false,1,right_page,top_right,left_page_center,none,next_page,single_left_image_right_text suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_174,Synthetic Research Booklet 174,editorial,spread,148,210,true,1,long,6084,true,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_of_image,image_as_evidence,false,,landscape,wide,high,medium,high,left_aligned,spread_split,horizontal,asymmetric,stable,false,false,1,left_page,top_left,right_page_full,none,next_page,single_left_text_right_image suits 1 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_175,Synthetic Editorial Reference 175,brand_case,spread,148,210,true,2,short,529,true,false,Magazine,image-first,two_equal_images,paired_images,none,visual_pair,false,,portrait;portrait,tall,low,high,medium,grid_aligned,spread_split,horizontal,semi_symmetric,stable,false,false,0,bottom_center,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
